Ticket_ID,Original_Text,Category,Cluster_Label,x,y
TKT-91924,верните деньги (Ticket #5040),Finance,Billing & Payments,-4.7296,5.5566
TKT-70012,ошибка 403 при входе (Ticket #4203),Account,Login Issues,3.0734,4.4732
TKT-49932,токен не валиден (Ticket #3219),Engineering,API Support,-9.3839,-4.3011
TKT-53544,приложение вылетает (Ticket #7483),Engineering,Technical Bugs,2.0995,-5.3423
TKT-53193,не приходит смс с кодом (Ticket #7224),Account,Login Issues,6.4634,6.2434
TKT-66441,webhook не приходит (Ticket #6484),Engineering,API Support,-5.569,-4.3185
TKT-49378,двухфакторка сломалась (Ticket #3230),Account,Login Issues,4.1617,3.9554
TKT-72784,верните деньги (Ticket #4290),Finance,Billing & Payments,-5.0806,5.1411
TKT-62198,белый экран (Ticket #3910),Engineering,Technical Bugs,0.5524,-8.6195
TKT-92955,верните деньги (Ticket #5775),Finance,Billing & Payments,-6.7738,4.6423
TKT-52714,почему списали дважды? (Ticket #4971),Finance,Billing & Payments,-4.4004,6.5664
TKT-61502,медленно грузится (Ticket #5592),Engineering,Technical Bugs,1.1001,-7.8313
TKT-83905,белый экран (Ticket #2865),Engineering,Technical Bugs,1.7004,-6.1824
TKT-33583,кнопка не нажимается (Ticket #9939),Engineering,Technical Bugs,-0.9159,-6.9545
TKT-70505,обновить данные карты (Ticket #1440),Finance,Billing & Payments,-6.6513,5.5925
TKT-67469,данные не сохранились (Ticket #4434),Engineering,Technical Bugs,-2.0614,-6.6582
TKT-63627,нужна интеграция с 1С (Ticket #2133),Product,Feature Requests,9.1992,-4.2845
TKT-28242,данные не сохранились (Ticket #9180),Engineering,Technical Bugs,-0.727,-4.9367
TKT-43119,нужна интеграция с 1С (Ticket #4965),Product,Feature Requests,6.6157,-3.8637
TKT-59412,хочу экспорт в PDF (Ticket #7932),Product,Feature Requests,8.0032,-7.2422
TKT-88372,приложение вылетает (Ticket #8357),Engineering,Technical Bugs,-1.5498,-6.4875
TKT-80040,webhook не приходит (Ticket #7566),Engineering,API Support,-6.5678,-5.0367
TKT-81256,верните старый дизайн (Ticket #7853),Product,Feature Requests,8.3025,-4.4514
TKT-80373,где мой счет? (Ticket #6890),Finance,Billing & Payments,-4.1153,5.8097
TKT-24335,ошибка в json ответе (Ticket #2392),Engineering,API Support,-5.3488,-6.2466
TKT-31802,кнопка не нажимается (Ticket #6816),Engineering,Technical Bugs,0.6847,-5.8382
TKT-83822,данные не сохранились (Ticket #1725),Engineering,Technical Bugs,-0.1249,-6.0643
TKT-53463,обновить данные карты (Ticket #7547),Finance,Billing & Payments,-7.5738,6.6394
TKT-11382,почему списали дважды? (Ticket #2735),Finance,Billing & Payments,-4.4218,6.6567
TKT-39098,токен не валиден (Ticket #5239),Engineering,API Support,-7.3746,-6.636
TKT-83137,нужен акт сверки (Ticket #9499),Finance,Billing & Payments,-6.0808,5.0793
TKT-68429,не приходит смс с кодом (Ticket #4621),Account,Login Issues,4.7242,3.9783
TKT-70694,белый экран (Ticket #7408),Engineering,Technical Bugs,-0.5696,-5.7603
TKT-29758,двухфакторка сломалась (Ticket #9199),Account,Login Issues,5.5012,6.0164
TKT-73277,забыл логин (Ticket #1402),Account,Login Issues,4.3882,2.5111
TKT-64522,не могу войти (Ticket #5840),Account,Login Issues,2.214,3.7212
TKT-28569,добавьте темную тему (Ticket #2901),Product,Feature Requests,7.4992,-4.3541
TKT-54966,забыл логин (Ticket #6110),Account,Login Issues,5.7435,5.4929
TKT-78303,webhook не приходит (Ticket #4389),Engineering,API Support,-5.8655,-2.9064
TKT-72411,ошибка 403 при входе (Ticket #6706),Account,Login Issues,3.8141,2.8608
TKT-69303,где мой счет? (Ticket #8178),Finance,Billing & Payments,-3.6573,8.2007
TKT-49356,верните деньги (Ticket #2100),Finance,Billing & Payments,-2.0879,6.5196
TKT-12960,приложение вылетает (Ticket #2885),Engineering,Technical Bugs,1.4386,-7.9479
TKT-98754,белый экран (Ticket #2791),Engineering,Technical Bugs,-2.5105,-5.3046
TKT-77632,сброс пароля не работает (Ticket #4996),Account,Login Issues,7.2452,5.4675
TKT-53383,оплата не проходит (Ticket #3623),Finance,Billing & Payments,-4.9995,4.4434
TKT-70562,ошибка 500 (Ticket #7985),Engineering,Technical Bugs,2.6836,-5.3386
TKT-92543,превышен лимит запросов (Ticket #7636),Engineering,API Support,-7.2167,-4.8972
TKT-93948,сброс пароля не работает (Ticket #4053),Account,Login Issues,5.9092,4.991
TKT-61849,обновить данные карты (Ticket #8080),Finance,Billing & Payments,-6.2208,6.0389
TKT-68926,где мой счет? (Ticket #4232),Finance,Billing & Payments,-5.1585,6.2121
TKT-60965,не приходит смс с кодом (Ticket #8037),Account,Login Issues,6.2332,5.3843
TKT-36972,приложение вылетает (Ticket #4519),Engineering,Technical Bugs,3.145,-8.3344
TKT-85674,документация устарела (Ticket #2025),Engineering,API Support,-5.1288,-6.1288
TKT-34505,не могу войти (Ticket #9796),Account,Login Issues,6.0985,6.2881
TKT-35830,забыл логин (Ticket #6340),Account,Login Issues,6.2769,4.8807
TKT-44387,ошибка 403 при входе (Ticket #2867),Account,Login Issues,2.497,4.7758
TKT-79168,двухфакторка сломалась (Ticket #9019),Account,Login Issues,6.253,8.7463
TKT-88246,данные не сохранились (Ticket #6134),Engineering,Technical Bugs,-0.96,-7.0762
TKT-86939,ошибка 403 при входе (Ticket #7431),Account,Login Issues,4.6692,6.1288
TKT-56135,не могу войти (Ticket #6700),Account,Login Issues,5.7964,5.5564
TKT-98288,сделайте кнопку больше (Ticket #3826),Product,Feature Requests,7.272,-3.7465
TKT-90541,обновить данные карты (Ticket #5873),Finance,Billing & Payments,-4.6488,6.0096
TKT-98094,верните старый дизайн (Ticket #2388),Product,Feature Requests,6.7066,-4.8265
TKT-25448,кнопка не нажимается (Ticket #6131),Engineering,Technical Bugs,-1.0621,-5.2515
TKT-25328,хочу экспорт в PDF (Ticket #6003),Product,Feature Requests,9.0765,-2.4701
TKT-28528,кнопка не нажимается (Ticket #7116),Engineering,Technical Bugs,-0.2198,-6.2186
TKT-64819,нужен акт сверки (Ticket #7364),Finance,Billing & Payments,-5.2507,8.5322
TKT-85340,верните старый дизайн (Ticket #3258),Product,Feature Requests,7.0843,-3.7013
TKT-34347,ошибка 403 при входе (Ticket #7931),Account,Login Issues,3.0074,7.1836
TKT-94575,почему списали дважды? (Ticket #9804),Finance,Billing & Payments,-4.1546,6.9469
TKT-74178,оплата не проходит (Ticket #3733),Finance,Billing & Payments,-4.1976,4.8984
TKT-34523,белый экран (Ticket #3298),Engineering,Technical Bugs,-0.5317,-7.5754
TKT-91187,нужна интеграция с 1С (Ticket #8389),Product,Feature Requests,6.6809,-4.4222
TKT-11256,приложение вылетает (Ticket #6882),Engineering,Technical Bugs,1.7628,-7.4295
TKT-35575,почему списали дважды? (Ticket #3236),Finance,Billing & Payments,-2.7624,7.3319
TKT-95599,почему списали дважды? (Ticket #9281),Finance,Billing & Payments,-5.8984,3.9597
TKT-99744,медленно грузится (Ticket #7703),Engineering,Technical Bugs,-1.0172,-7.7825
TKT-68176,медленно грузится (Ticket #7809),Engineering,Technical Bugs,0.4675,-8.4743
TKT-20835,почему списали дважды? (Ticket #3740),Finance,Billing & Payments,-3.9792,5.8119
TKT-38905,верните старый дизайн (Ticket #1505),Product,Feature Requests,8.4551,-2.0691
TKT-46025,верните деньги (Ticket #1535),Finance,Billing & Payments,-6.0893,7.8231
TKT-47836,оплата не проходит (Ticket #9808),Finance,Billing & Payments,-4.3212,5.9271
TKT-84140,сброс пароля не работает (Ticket #8492),Account,Login Issues,6.1119,3.6817
TKT-82053,данные не сохранились (Ticket #9115),Engineering,Technical Bugs,0.2062,-6.3361
TKT-85066,не приходит смс с кодом (Ticket #2854),Account,Login Issues,6.5569,5.1372
TKT-81186,токен не валиден (Ticket #5389),Engineering,API Support,-7.216,-4.1586
TKT-15453,нужна интеграция с 1С (Ticket #9880),Product,Feature Requests,8.7368,-3.3659
TKT-38644,сделайте кнопку больше (Ticket #9951),Product,Feature Requests,8.8872,-3.0204
TKT-95678,ошибка 403 при входе (Ticket #2677),Account,Login Issues,4.4479,4.9203
TKT-14224,превышен лимит запросов (Ticket #5877),Engineering,API Support,-6.3992,-4.4101
TKT-55688,webhook не приходит (Ticket #5305),Engineering,API Support,-4.8239,-4.5729
TKT-25386,не могу войти (Ticket #8193),Account,Login Issues,5.8049,4.6493
TKT-87060,превышен лимит запросов (Ticket #4438),Engineering,API Support,-5.5979,-4.6206
TKT-89988,данные не сохранились (Ticket #6744),Engineering,Technical Bugs,0.7104,-5.926
TKT-31755,данные не сохранились (Ticket #8015),Engineering,Technical Bugs,0.9081,-6.265
TKT-37082,нужен акт сверки (Ticket #3281),Finance,Billing & Payments,-5.0158,5.7714
TKT-84720,превышен лимит запросов (Ticket #1972),Engineering,API Support,-5.7934,-5.0815
TKT-46842,белый экран (Ticket #9720),Engineering,Technical Bugs,1.4578,-7.7171
TKT-32069,ошибка 500 (Ticket #9827),Engineering,Technical Bugs,-1.2381,-5.664
TKT-47923,белый экран (Ticket #5794),Engineering,Technical Bugs,-2.1016,-8.8331
TKT-77425,ошибка 500 (Ticket #5380),Engineering,Technical Bugs,0.1739,-6.9713
TKT-27771,данные не сохранились (Ticket #2560),Engineering,Technical Bugs,2.1225,-7.5906
TKT-46349,медленно грузится (Ticket #1971),Engineering,Technical Bugs,1.9819,-4.7513
TKT-27392,данные не сохранились (Ticket #3078),Engineering,Technical Bugs,-0.2478,-6.3274
TKT-52217,превышен лимит запросов (Ticket #3396),Engineering,API Support,-6.6149,-2.336
TKT-74154,превышен лимит запросов (Ticket #7434),Engineering,API Support,-5.2494,-3.9377
TKT-92288,сброс пароля не работает (Ticket #5402),Account,Login Issues,5.7854,5.007
TKT-69243,webhook не приходит (Ticket #7146),Engineering,API Support,-4.5726,-3.5947
TKT-62802,где мой счет? (Ticket #2525),Finance,Billing & Payments,-5.6233,6.1841
TKT-58374,ошибка 500 (Ticket #5558),Engineering,Technical Bugs,1.2138,-5.3902
TKT-52898,почему списали дважды? (Ticket #8996),Finance,Billing & Payments,-3.0699,6.426
TKT-22208,верните старый дизайн (Ticket #1040),Product,Feature Requests,6.3968,-4.467
TKT-93209,обновить данные карты (Ticket #8511),Finance,Billing & Payments,-3.8569,6.5684
TKT-18300,обновить данные карты (Ticket #6869),Finance,Billing & Payments,-3.135,7.0248
TKT-38551,верните старый дизайн (Ticket #7516),Product,Feature Requests,10.2871,-4.5558
TKT-74843,медленно грузится (Ticket #4470),Engineering,Technical Bugs,0.5264,-6.8386
TKT-47171,документация устарела (Ticket #6289),Engineering,API Support,-5.7104,-6.3812
TKT-85750,верните деньги (Ticket #9967),Finance,Billing & Payments,-4.8187,6.9183
TKT-55054,хочу экспорт в PDF (Ticket #8951),Product,Feature Requests,7.441,-4.181
TKT-23051,токен не валиден (Ticket #1752),Engineering,API Support,-6.9689,-5.1788
TKT-26284,сделайте кнопку больше (Ticket #1266),Product,Feature Requests,6.6433,-3.2527
TKT-69836,превышен лимит запросов (Ticket #8230),Engineering,API Support,-4.5446,-5.6041
TKT-36518,не могу войти (Ticket #8009),Account,Login Issues,5.3038,5.9844
TKT-95196,двухфакторка сломалась (Ticket #3161),Account,Login Issues,6.431,4.8559
TKT-45916,нужна интеграция с 1С (Ticket #3604),Product,Feature Requests,7.0159,-6.3229
TKT-42819,добавьте темную тему (Ticket #6905),Product,Feature Requests,8.4117,-3.6299
TKT-97098,токен не валиден (Ticket #7092),Engineering,API Support,-6.247,-5.8959
TKT-16787,обновить данные карты (Ticket #3711),Finance,Billing & Payments,-6.4325,5.6384
TKT-40689,медленно грузится (Ticket #6005),Engineering,Technical Bugs,-2.0759,-7.2771
TKT-22475,почему списали дважды? (Ticket #2494),Finance,Billing & Payments,-5.1339,5.0748
TKT-72496,добавьте темную тему (Ticket #4496),Product,Feature Requests,7.9259,-3.4247
TKT-87814,приложение вылетает (Ticket #3174),Engineering,Technical Bugs,-1.4438,-8.2505
TKT-99126,хочу экспорт в PDF (Ticket #9510),Product,Feature Requests,7.4615,-2.6915
TKT-11056,сделайте кнопку больше (Ticket #1152),Product,Feature Requests,7.4527,-3.7823
TKT-65353,документация устарела (Ticket #2975),Engineering,API Support,-4.9787,-3.1993
TKT-19283,превышен лимит запросов (Ticket #8826),Engineering,API Support,-4.1856,-5.1391
TKT-21708,кнопка не нажимается (Ticket #7276),Engineering,Technical Bugs,-0.1929,-5.757
TKT-23526,обновить данные карты (Ticket #2678),Finance,Billing & Payments,-6.423,3.2137
TKT-49223,документация устарела (Ticket #7022),Engineering,API Support,-5.2441,-7.4473
TKT-27451,хочу экспорт в PDF (Ticket #7270),Product,Feature Requests,8.5785,-3.5575
TKT-79534,превышен лимит запросов (Ticket #2120),Engineering,API Support,-7.4212,-5.5993
TKT-89995,нужен акт сверки (Ticket #1138),Finance,Billing & Payments,-2.473,5.5283
TKT-56030,хочу экспорт в PDF (Ticket #8210),Product,Feature Requests,9.4963,-4.0744
TKT-92323,двухфакторка сломалась (Ticket #4490),Account,Login Issues,4.6723,6.2653
TKT-90750,хочу экспорт в PDF (Ticket #7745),Product,Feature Requests,8.5207,-7.1521
TKT-21362,webhook не приходит (Ticket #4559),Engineering,API Support,-3.9251,-4.9109
TKT-26142,добавьте темную тему (Ticket #3293),Product,Feature Requests,10.6625,-4.1909
TKT-56076,верните старый дизайн (Ticket #7291),Product,Feature Requests,6.9461,-2.8457
TKT-28327,сделайте кнопку больше (Ticket #6152),Product,Feature Requests,8.2791,-4.2637
TKT-94491,кнопка не нажимается (Ticket #5537),Engineering,Technical Bugs,0.5304,-7.5165
TKT-82534,токен не валиден (Ticket #5065),Engineering,API Support,-4.1269,-2.558
TKT-13515,не приходит смс с кодом (Ticket #5668),Account,Login Issues,4.1684,5.9609
TKT-36928,обновить данные карты (Ticket #5942),Finance,Billing & Payments,-5.8615,5.7234
TKT-34726,не приходит смс с кодом (Ticket #9348),Account,Login Issues,5.6235,6.954
TKT-94694,webhook не приходит (Ticket #5842),Engineering,API Support,-5.376,-6.1734
TKT-74865,не могу войти (Ticket #4921),Account,Login Issues,5.1625,2.9979
TKT-41599,сделайте кнопку больше (Ticket #2847),Product,Feature Requests,6.9937,-5.064
TKT-79243,webhook не приходит (Ticket #2163),Engineering,API Support,-4.3808,-3.0063
TKT-51480,не могу войти (Ticket #6916),Account,Login Issues,6.6248,5.8267
TKT-84498,хочу экспорт в PDF (Ticket #7337),Product,Feature Requests,5.4956,-4.7015
TKT-81612,ошибка 403 при входе (Ticket #6986),Account,Login Issues,3.8003,4.0598
TKT-71736,данные не сохранились (Ticket #3830),Engineering,Technical Bugs,-0.7874,-7.8795
TKT-86986,приложение вылетает (Ticket #1273),Engineering,Technical Bugs,0.8906,-5.8014
TKT-44365,где мой счет? (Ticket #1225),Finance,Billing & Payments,-4.904,7.9341
TKT-17925,превышен лимит запросов (Ticket #1652),Engineering,API Support,-6.6315,-3.334
TKT-47550,почему списали дважды? (Ticket #9300),Finance,Billing & Payments,-5.7192,4.668
TKT-64451,данные не сохранились (Ticket #9209),Engineering,Technical Bugs,0.9218,-6.7415
TKT-20803,почему списали дважды? (Ticket #7590),Finance,Billing & Payments,-5.5195,6.3773
TKT-90746,верните старый дизайн (Ticket #9808),Product,Feature Requests,8.8676,-4.5445
TKT-20957,сброс пароля не работает (Ticket #5546),Account,Login Issues,4.6551,5.3448
TKT-77017,белый экран (Ticket #2294),Engineering,Technical Bugs,-0.9329,-6.168
TKT-80305,хочу экспорт в PDF (Ticket #3545),Product,Feature Requests,7.3162,-3.6046
TKT-86865,забыл логин (Ticket #7401),Account,Login Issues,6.0573,6.8672
TKT-50654,обновить данные карты (Ticket #2083),Finance,Billing & Payments,-3.2851,5.2621
TKT-41278,данные не сохранились (Ticket #8167),Engineering,Technical Bugs,-1.3878,-6.2729
TKT-21300,где мой счет? (Ticket #5005),Finance,Billing & Payments,-4.1774,8.2183
TKT-69424,почему списали дважды? (Ticket #2900),Finance,Billing & Payments,-3.6537,5.0179
TKT-50539,ошибка 500 (Ticket #1901),Engineering,Technical Bugs,1.8406,-6.8346
TKT-25655,данные не сохранились (Ticket #3877),Engineering,Technical Bugs,-2.0082,-7.788
TKT-11487,токен не валиден (Ticket #3248),Engineering,API Support,-5.8899,-4.6973
TKT-55443,кнопка не нажимается (Ticket #9133),Engineering,Technical Bugs,1.4501,-4.9566
TKT-43980,ошибка 500 (Ticket #9474),Engineering,Technical Bugs,-0.7307,-8.1002
TKT-26637,превышен лимит запросов (Ticket #7092),Engineering,API Support,-5.6024,-4.3599
TKT-25473,обновить данные карты (Ticket #5403),Finance,Billing & Payments,-5.3023,6.7789
TKT-66272,токен не валиден (Ticket #6488),Engineering,API Support,-4.9487,-3.2328
TKT-18371,белый экран (Ticket #9582),Engineering,Technical Bugs,-1.306,-8.5352
TKT-75031,белый экран (Ticket #2262),Engineering,Technical Bugs,0.023,-6.7244
TKT-57202,сделайте кнопку больше (Ticket #9368),Product,Feature Requests,7.4379,-5.3856
TKT-84302,добавьте темную тему (Ticket #9185),Product,Feature Requests,7.4257,-4.5167
TKT-30618,хочу экспорт в PDF (Ticket #7024),Product,Feature Requests,6.9437,-5.5124
TKT-85223,документация устарела (Ticket #2685),Engineering,API Support,-5.8977,-8.5894
TKT-39937,обновить данные карты (Ticket #2889),Finance,Billing & Payments,-4.6828,6.8702
TKT-10336,обновить данные карты (Ticket #9336),Finance,Billing & Payments,-5.6667,4.954
TKT-42053,приложение вылетает (Ticket #1201),Engineering,Technical Bugs,-1.1387,-4.9032
TKT-57707,где мой счет? (Ticket #8729),Finance,Billing & Payments,-5.4604,7.1448
TKT-33456,сделайте кнопку больше (Ticket #3458),Product,Feature Requests,7.6758,-3.2873
TKT-39427,не могу войти (Ticket #7870),Account,Login Issues,7.0042,4.477
TKT-64559,белый экран (Ticket #5067),Engineering,Technical Bugs,-1.0033,-9.2617
TKT-45554,двухфакторка сломалась (Ticket #6241),Account,Login Issues,4.5006,5.493
TKT-25650,токен не валиден (Ticket #7108),Engineering,API Support,-8.1847,-4.6759
TKT-33507,нужен акт сверки (Ticket #1862),Finance,Billing & Payments,-4.0636,4.0502
TKT-16019,сброс пароля не работает (Ticket #9450),Account,Login Issues,6.0936,5.1269
TKT-70960,сделайте кнопку больше (Ticket #2129),Product,Feature Requests,9.0226,-2.4983
TKT-52899,верните деньги (Ticket #6090),Finance,Billing & Payments,-2.7243,6.2637
TKT-11044,где мой счет? (Ticket #8483),Finance,Billing & Payments,-4.2023,6.1092
TKT-48219,белый экран (Ticket #4287),Engineering,Technical Bugs,-0.1473,-6.888
TKT-91620,ошибка в json ответе (Ticket #5979),Engineering,API Support,-6.2508,-5.7686
TKT-58270,кнопка не нажимается (Ticket #8600),Engineering,Technical Bugs,0.1787,-7.8153
TKT-35614,не приходит смс с кодом (Ticket #9083),Account,Login Issues,6.0644,6.8177
TKT-42129,данные не сохранились (Ticket #9954),Engineering,Technical Bugs,-1.1423,-6.907
TKT-63744,оплата не проходит (Ticket #1104),Finance,Billing & Payments,-4.1868,6.9486
TKT-80981,токен не валиден (Ticket #4817),Engineering,API Support,-6.5516,-6.8309
TKT-53911,забыл логин (Ticket #1157),Account,Login Issues,4.3105,4.4962
TKT-50306,добавьте темную тему (Ticket #7164),Product,Feature Requests,8.028,-4.5611
TKT-79443,токен не валиден (Ticket #4361),Engineering,API Support,-7.6997,-4.2162
TKT-74491,оплата не проходит (Ticket #7878),Finance,Billing & Payments,-3.7008,5.4347
TKT-46677,не могу войти (Ticket #3332),Account,Login Issues,4.4139,5.5041
TKT-40339,не могу войти (Ticket #1719),Account,Login Issues,3.7063,4.236
TKT-58823,не приходит смс с кодом (Ticket #7767),Account,Login Issues,4.4713,6.2487
TKT-86122,webhook не приходит (Ticket #2391),Engineering,API Support,-6.5414,-4.3379
TKT-27499,токен не валиден (Ticket #9280),Engineering,API Support,-4.2069,-4.4764
TKT-87580,webhook не приходит (Ticket #2226),Engineering,API Support,-8.2437,-5.4662
TKT-67014,ошибка 500 (Ticket #2020),Engineering,Technical Bugs,-0.1704,-7.9106
TKT-41034,обновить данные карты (Ticket #3141),Finance,Billing & Payments,-5.0322,5.3834
TKT-51288,нужна интеграция с 1С (Ticket #5276),Product,Feature Requests,8.9176,-5.4895
TKT-51688,почему списали дважды? (Ticket #6345),Finance,Billing & Payments,-4.9292,6.5362
TKT-40619,webhook не приходит (Ticket #5455),Engineering,API Support,-6.8645,-5.9147
TKT-27840,приложение вылетает (Ticket #4321),Engineering,Technical Bugs,1.2382,-5.385
TKT-30369,верните старый дизайн (Ticket #2785),Product,Feature Requests,5.3776,-2.6274
TKT-68925,добавьте темную тему (Ticket #3693),Product,Feature Requests,8.5106,-2.5633
TKT-63282,ошибка 403 при входе (Ticket #6145),Account,Login Issues,6.9153,4.5719
TKT-56961,где мой счет? (Ticket #9780),Finance,Billing & Payments,-7.1136,6.3599
TKT-50410,хочу экспорт в PDF (Ticket #8404),Product,Feature Requests,7.4515,-3.9344
TKT-25717,сделайте кнопку больше (Ticket #5341),Product,Feature Requests,6.5602,-4.3507
TKT-99922,токен не валиден (Ticket #3582),Engineering,API Support,-6.6493,-4.6625
TKT-38183,белый экран (Ticket #1660),Engineering,Technical Bugs,-1.0523,-8.3377
TKT-21955,верните деньги (Ticket #3430),Finance,Billing & Payments,-4.7297,6.8313
TKT-56627,двухфакторка сломалась (Ticket #5066),Account,Login Issues,4.3976,4.6841
TKT-16416,почему списали дважды? (Ticket #9412),Finance,Billing & Payments,-6.3995,3.461
TKT-32789,документация устарела (Ticket #5262),Engineering,API Support,-5.6949,-5.4465
TKT-69270,где мой счет? (Ticket #7625),Finance,Billing & Payments,-5.0679,7.4628
TKT-22415,не приходит смс с кодом (Ticket #5093),Account,Login Issues,5.8075,2.8825
TKT-28322,медленно грузится (Ticket #2669),Engineering,Technical Bugs,1.5011,-6.7285
TKT-18083,приложение вылетает (Ticket #1195),Engineering,Technical Bugs,1.8092,-7.8306
TKT-35969,превышен лимит запросов (Ticket #3141),Engineering,API Support,-5.675,-4.6377
TKT-99952,медленно грузится (Ticket #7098),Engineering,Technical Bugs,-0.1554,-6.3042
TKT-86326,данные не сохранились (Ticket #2376),Engineering,Technical Bugs,1.7823,-7.29
TKT-19828,не приходит смс с кодом (Ticket #5240),Account,Login Issues,6.9794,6.2847
TKT-35919,не могу войти (Ticket #2056),Account,Login Issues,2.8766,4.2504
TKT-26880,двухфакторка сломалась (Ticket #8265),Account,Login Issues,5.5322,3.6178
TKT-26059,токен не валиден (Ticket #6432),Engineering,API Support,-5.4593,-7.2438
TKT-16637,не могу войти (Ticket #8552),Account,Login Issues,4.6066,4.5938
TKT-61773,сброс пароля не работает (Ticket #8096),Account,Login Issues,5.7849,6.0404
TKT-60165,почему списали дважды? (Ticket #1483),Finance,Billing & Payments,-3.7001,5.3203
TKT-32650,двухфакторка сломалась (Ticket #7990),Account,Login Issues,6.2584,6.9865
TKT-34530,верните деньги (Ticket #4517),Finance,Billing & Payments,-5.047,5.9249
TKT-68459,документация устарела (Ticket #5585),Engineering,API Support,-6.4484,-5.6087
TKT-90492,оплата не проходит (Ticket #1567),Finance,Billing & Payments,-5.1673,6.8876
TKT-94840,ошибка 500 (Ticket #5026),Engineering,Technical Bugs,0.1002,-7.624
TKT-64000,верните деньги (Ticket #9173),Finance,Billing & Payments,-4.4793,6.8063
TKT-17992,не приходит смс с кодом (Ticket #8848),Account,Login Issues,4.188,6.2055
TKT-60202,где мой счет? (Ticket #5583),Finance,Billing & Payments,-7.0774,7.7939
TKT-36143,оплата не проходит (Ticket #7868),Finance,Billing & Payments,-4.9307,5.1412
TKT-92674,верните старый дизайн (Ticket #5082),Product,Feature Requests,9.4523,-4.3228
TKT-60134,не приходит смс с кодом (Ticket #1319),Account,Login Issues,4.16,3.7191
TKT-81371,нужна интеграция с 1С (Ticket #8859),Product,Feature Requests,7.8672,-5.076
TKT-84141,webhook не приходит (Ticket #6636),Engineering,API Support,-7.7302,-3.9712
TKT-60905,нужен акт сверки (Ticket #6269),Finance,Billing & Payments,-3.9902,6.4435
TKT-13416,документация устарела (Ticket #3946),Engineering,API Support,-8.3186,-5.8106
TKT-13840,нужна интеграция с 1С (Ticket #4588),Product,Feature Requests,8.6021,-1.7885
TKT-71824,документация устарела (Ticket #1959),Engineering,API Support,-4.4056,-4.6242
TKT-86544,ошибка 500 (Ticket #6856),Engineering,Technical Bugs,0.1199,-5.9611
TKT-23124,сброс пароля не работает (Ticket #3615),Account,Login Issues,4.0324,3.3853
TKT-44934,оплата не проходит (Ticket #4951),Finance,Billing & Payments,-3.1186,4.9686
TKT-38758,ошибка в json ответе (Ticket #1916),Engineering,API Support,-7.5526,-6.4809
TKT-56504,верните старый дизайн (Ticket #7363),Product,Feature Requests,9.0349,-3.5914
TKT-41005,сброс пароля не работает (Ticket #3885),Account,Login Issues,5.172,3.6457
TKT-57026,нужен акт сверки (Ticket #6210),Finance,Billing & Payments,-6.3244,5.6031
TKT-56095,ошибка 500 (Ticket #1462),Engineering,Technical Bugs,1.6817,-8.37
TKT-83807,ошибка в json ответе (Ticket #3328),Engineering,API Support,-5.7049,-8.5437
TKT-81057,хочу экспорт в PDF (Ticket #9064),Product,Feature Requests,9.0715,-1.8045
TKT-74282,документация устарела (Ticket #3876),Engineering,API Support,-6.4402,-3.2027
TKT-17362,где мой счет? (Ticket #2478),Finance,Billing & Payments,-7.2033,5.0586
TKT-12612,сброс пароля не работает (Ticket #4584),Account,Login Issues,7.6712,5.0131
TKT-10089,ошибка в json ответе (Ticket #8831),Engineering,API Support,-8.004,-5.638
TKT-27103,белый экран (Ticket #4300),Engineering,Technical Bugs,1.7635,-6.6455
TKT-52413,верните деньги (Ticket #3907),Finance,Billing & Payments,-7.0031,6.1919
TKT-29360,не могу войти (Ticket #1359),Account,Login Issues,3.8572,4.1876
TKT-24538,нужен акт сверки (Ticket #3320),Finance,Billing & Payments,-4.4477,7.571
TKT-19506,верните старый дизайн (Ticket #6978),Product,Feature Requests,7.4563,-2.9263
TKT-86810,верните деньги (Ticket #7481),Finance,Billing & Payments,-4.1796,5.9335
TKT-49552,не могу войти (Ticket #6514),Account,Login Issues,6.6446,5.8342
TKT-30644,верните деньги (Ticket #3235),Finance,Billing & Payments,-4.0863,4.488
TKT-95089,webhook не приходит (Ticket #8982),Engineering,API Support,-4.7125,-4.6095
TKT-83659,белый экран (Ticket #3854),Engineering,Technical Bugs,0.4406,-8.4815
TKT-39260,верните старый дизайн (Ticket #6846),Product,Feature Requests,7.4985,-6.431
TKT-59595,двухфакторка сломалась (Ticket #3872),Account,Login Issues,6.4343,5.5738
TKT-26691,нужна интеграция с 1С (Ticket #5825),Product,Feature Requests,9.8352,-4.1143
TKT-85082,кнопка не нажимается (Ticket #1029),Engineering,Technical Bugs,-1.5365,-6.7726
TKT-33865,медленно грузится (Ticket #1530),Engineering,Technical Bugs,1.4003,-6.3886
TKT-90134,нужен акт сверки (Ticket #6213),Finance,Billing & Payments,-3.0534,8.3414
TKT-75035,превышен лимит запросов (Ticket #2705),Engineering,API Support,-8.0023,-3.7295
TKT-20198,оплата не проходит (Ticket #6425),Finance,Billing & Payments,-6.2812,5.6645
TKT-51879,хочу экспорт в PDF (Ticket #6682),Product,Feature Requests,6.0894,-2.951
TKT-97821,превышен лимит запросов (Ticket #2453),Engineering,API Support,-5.5589,-4.8223
TKT-68540,данные не сохранились (Ticket #6500),Engineering,Technical Bugs,1.0104,-7.9711
TKT-37483,приложение вылетает (Ticket #5345),Engineering,Technical Bugs,-0.2678,-6.3477
TKT-55938,кнопка не нажимается (Ticket #2110),Engineering,Technical Bugs,-0.2857,-6.9448
