Review_ID,True_Label,Predicted_Label,Source
REV-02215,Neutral,Neutral,Mobile App
REV-02216,Positive,Positive,Mobile App
REV-02217,Negative,Negative,Website
REV-02218,Positive,Positive,Website
REV-02219,Negative,Negative,Mobile App
REV-02220,Positive,Positive,Mobile App
REV-02221,Positive,Positive,Website
REV-02222,Negative,Negative,Website
REV-02223,Negative,Negative,Website
REV-02224,Negative,Negative,Mobile App
REV-02225,Neutral,Negative,Website
REV-02226,Neutral,Neutral,Website
REV-02227,Positive,Positive,Website
REV-02228,Negative,Negative,Mobile App
REV-02229,Negative,Negative,Website
REV-02230,Positive,Positive,Mobile App
REV-02231,Negative,Negative,Mobile App
REV-02232,Positive,Positive,Mobile App
REV-02233,Positive,Positive,Website
REV-02234,Positive,Positive,Website
REV-02235,Positive,Negative,Website
REV-02236,Positive,Positive,Mobile App
REV-02237,Negative,Negative,Website
REV-02238,Negative,Negative,Mobile App
REV-02239,Negative,Negative,Website
REV-02240,Positive,Positive,Website
REV-02241,Negative,Negative,Website
REV-02242,Positive,Positive,Website
REV-02243,Positive,Positive,Mobile App
REV-02244,Positive,Positive,Mobile App
REV-02245,Positive,Positive,Mobile App
REV-02246,Negative,Negative,Mobile App
REV-02247,Positive,Positive,Website
REV-02248,Positive,Positive,Mobile App
REV-02249,Negative,Negative,Mobile App
REV-02250,Negative,Negative,Mobile App
REV-02251,Positive,Positive,Website
REV-02252,Positive,Positive,Mobile App
REV-02253,Positive,Neutral,Mobile App
REV-02254,Positive,Positive,Website
REV-02255,Positive,Positive,Website
REV-02256,Positive,Neutral,Mobile App
REV-02257,Neutral,Neutral,Mobile App
REV-02258,Neutral,Neutral,Website
REV-02259,Neutral,Positive,Mobile App
REV-02260,Positive,Positive,Website
REV-02261,Positive,Positive,Mobile App
REV-02262,Positive,Positive,Mobile App
REV-02263,Neutral,Negative,Mobile App
REV-02264,Positive,Positive,Mobile App
REV-02265,Positive,Positive,Mobile App
REV-02266,Positive,Positive,Website
REV-02267,Positive,Positive,Website
REV-02268,Negative,Neutral,Mobile App
REV-02269,Positive,Positive,Mobile App
REV-02270,Negative,Negative,Mobile App
REV-02271,Neutral,Negative,Website
REV-02272,Neutral,Neutral,Website
REV-02273,Positive,Positive,Website
REV-02274,Positive,Positive,Website
REV-02275,Positive,Positive,Website
REV-02276,Positive,Positive,Website
REV-02277,Positive,Positive,Website
REV-02278,Positive,Positive,Website
REV-02279,Negative,Negative,Mobile App
REV-02280,Negative,Positive,Website
REV-02281,Neutral,Neutral,Website
REV-02282,Neutral,Neutral,Website
REV-02283,Negative,Neutral,Website
REV-02284,Negative,Negative,Mobile App
REV-02285,Negative,Negative,Website
REV-02286,Positive,Positive,Mobile App
REV-02287,Neutral,Negative,Mobile App
REV-02288,Neutral,Negative,Mobile App
REV-02289,Negative,Negative,Website
REV-02290,Positive,Positive,Website
REV-02291,Negative,Negative,Website
REV-02292,Negative,Negative,Mobile App
REV-02293,Positive,Neutral,Mobile App
REV-02294,Negative,Negative,Mobile App
REV-02295,Negative,Negative,Mobile App
REV-02296,Negative,Negative,Website
REV-02297,Negative,Negative,Website
REV-02298,Negative,Negative,Website
REV-02299,Neutral,Negative,Mobile App
REV-02300,Positive,Positive,Mobile App
REV-02301,Positive,Negative,Website
REV-02302,Positive,Positive,Website
REV-02303,Negative,Neutral,Mobile App
REV-02304,Positive,Positive,Website
REV-02305,Neutral,Neutral,Website
REV-02306,Negative,Negative,Mobile App
REV-02307,Positive,Positive,Mobile App
REV-02308,Negative,Neutral,Mobile App
REV-02309,Neutral,Positive,Website
REV-02310,Positive,Positive,Mobile App
REV-02311,Positive,Positive,Website
REV-02312,Neutral,Positive,Website
REV-02313,Positive,Positive,Mobile App
REV-02314,Positive,Positive,Website
REV-02315,Negative,Negative,Mobile App
REV-02316,Negative,Negative,Mobile App
REV-02317,Neutral,Positive,Website
REV-02318,Neutral,Negative,Website
REV-02319,Neutral,Neutral,Mobile App
REV-02320,Positive,Positive,Mobile App
REV-02321,Positive,Positive,Mobile App
REV-02322,Positive,Positive,Mobile App
REV-02323,Neutral,Positive,Mobile App
REV-02324,Positive,Neutral,Mobile App
REV-02325,Positive,Positive,Website
REV-02326,Positive,Neutral,Website
REV-02327,Negative,Negative,Website
REV-02328,Positive,Positive,Website
REV-02329,Negative,Negative,Mobile App
REV-02330,Negative,Negative,Website
REV-02331,Negative,Negative,Website
REV-02332,Positive,Neutral,Mobile App
REV-02333,Positive,Positive,Website
REV-02334,Negative,Neutral,Mobile App
REV-02335,Neutral,Positive,Mobile App
REV-02336,Neutral,Neutral,Mobile App
REV-02337,Neutral,Neutral,Mobile App
REV-02338,Negative,Neutral,Mobile App
REV-02339,Neutral,Negative,Website
REV-02340,Positive,Positive,Website
REV-02341,Negative,Neutral,Website
REV-02342,Negative,Negative,Mobile App
REV-02343,Neutral,Neutral,Website
REV-02344,Positive,Positive,Website
REV-02345,Positive,Positive,Website
REV-02346,Positive,Negative,Website
REV-02347,Neutral,Neutral,Mobile App
REV-02348,Positive,Positive,Website
REV-02349,Negative,Negative,Mobile App
REV-02350,Positive,Positive,Mobile App
REV-02351,Positive,Positive,Website
REV-02352,Positive,Positive,Mobile App
REV-02353,Positive,Positive,Mobile App
REV-02354,Positive,Positive,Mobile App
REV-02355,Negative,Negative,Mobile App
REV-02356,Positive,Positive,Mobile App
REV-02357,Negative,Positive,Mobile App
REV-02358,Positive,Positive,Mobile App
REV-02359,Negative,Negative,Website
REV-02360,Negative,Negative,Website
REV-02361,Neutral,Neutral,Mobile App
REV-02362,Negative,Negative,Mobile App
REV-02363,Neutral,Neutral,Website
REV-02364,Positive,Positive,Website
REV-02365,Negative,Positive,Website
REV-02366,Negative,Negative,Website
REV-02367,Positive,Positive,Mobile App
REV-02368,Neutral,Neutral,Mobile App
REV-02369,Positive,Positive,Website
REV-02370,Positive,Positive,Website
REV-02371,Positive,Positive,Website
REV-02372,Positive,Positive,Website
REV-02373,Neutral,Neutral,Mobile App
REV-02374,Positive,Positive,Website
REV-02375,Negative,Negative,Website
REV-02376,Neutral,Neutral,Website
REV-02377,Positive,Positive,Mobile App
REV-02378,Neutral,Neutral,Mobile App
REV-02379,Positive,Positive,Mobile App
REV-02380,Positive,Positive,Website
REV-02381,Positive,Positive,Website
REV-02382,Positive,Positive,Website
REV-02383,Neutral,Negative,Mobile App
REV-02384,Neutral,Neutral,Mobile App
REV-02385,Positive,Positive,Website
REV-02386,Neutral,Neutral,Website
REV-02387,Positive,Positive,Mobile App
REV-02388,Positive,Positive,Website
REV-02389,Positive,Positive,Website
REV-02390,Neutral,Negative,Website
REV-02391,Negative,Negative,Mobile App
REV-02392,Neutral,Positive,Website
REV-02393,Negative,Negative,Website
REV-02394,Positive,Positive,Website
REV-02395,Neutral,Neutral,Website
REV-02396,Negative,Negative,Mobile App
REV-02397,Negative,Negative,Mobile App
REV-02398,Positive,Positive,Mobile App
REV-02399,Positive,Positive,Website
REV-02400,Neutral,Neutral,Mobile App
REV-02401,Negative,Neutral,Website
REV-02402,Neutral,Positive,Mobile App
REV-02403,Neutral,Neutral,Website
REV-02404,Positive,Positive,Mobile App
REV-02405,Positive,Positive,Mobile App
REV-02406,Neutral,Positive,Mobile App
REV-02407,Negative,Negative,Website
REV-02408,Positive,Positive,Website
REV-02409,Neutral,Neutral,Website
REV-02410,Positive,Positive,Mobile App
REV-02411,Negative,Negative,Website
REV-02412,Neutral,Neutral,Website
REV-02413,Negative,Negative,Website
REV-02414,Positive,Neutral,Website
REV-02415,Positive,Positive,Website
REV-02416,Neutral,Neutral,Website
REV-02417,Negative,Negative,Mobile App
REV-02418,Negative,Negative,Mobile App
REV-02419,Neutral,Neutral,Website
REV-02420,Negative,Negative,Mobile App
REV-02421,Negative,Negative,Mobile App
REV-02422,Positive,Positive,Website
REV-02423,Neutral,Neutral,Website
REV-02424,Negative,Negative,Mobile App
REV-02425,Positive,Positive,Website
REV-02426,Negative,Positive,Mobile App
REV-02427,Positive,Positive,Mobile App
REV-02428,Neutral,Neutral,Mobile App
REV-02429,Positive,Positive,Website
REV-02430,Positive,Positive,Mobile App
REV-02431,Positive,Neutral,Website
REV-02432,Positive,Positive,Website
REV-02433,Negative,Negative,Website
REV-02434,Positive,Positive,Website
REV-02435,Neutral,Neutral,Website
REV-02436,Neutral,Neutral,Mobile App
REV-02437,Neutral,Neutral,Website
REV-02438,Positive,Neutral,Website
REV-02439,Negative,Negative,Website
REV-02440,Positive,Positive,Website
REV-02441,Positive,Positive,Website
REV-02442,Positive,Positive,Mobile App
REV-02443,Positive,Positive,Website
REV-02444,Neutral,Negative,Website
REV-02445,Neutral,Neutral,Mobile App
REV-02446,Negative,Negative,Website
REV-02447,Negative,Negative,Mobile App
REV-02448,Negative,Negative,Mobile App
REV-02449,Neutral,Negative,Mobile App
REV-02450,Negative,Negative,Mobile App
REV-02451,Positive,Positive,Website
REV-02452,Positive,Positive,Website
REV-02453,Neutral,Neutral,Mobile App
REV-02454,Positive,Positive,Mobile App
REV-02455,Negative,Negative,Website
REV-02456,Neutral,Neutral,Mobile App
REV-02457,Positive,Positive,Mobile App
REV-02458,Neutral,Positive,Mobile App
REV-02459,Neutral,Positive,Website
REV-02460,Positive,Positive,Mobile App
REV-02461,Positive,Positive,Website
REV-02462,Positive,Neutral,Website
REV-02463,Positive,Positive,Website
REV-02464,Positive,Positive,Mobile App
REV-02465,Negative,Negative,Mobile App
REV-02466,Neutral,Neutral,Website
REV-02467,Negative,Neutral,Website
REV-02468,Neutral,Neutral,Website
REV-02469,Positive,Positive,Mobile App
REV-02470,Negative,Negative,Mobile App
REV-02471,Positive,Positive,Website
REV-02472,Positive,Neutral,Website
REV-02473,Positive,Positive,Mobile App
REV-02474,Positive,Negative,Website
REV-02475,Positive,Positive,Mobile App
REV-02476,Negative,Negative,Mobile App
REV-02477,Positive,Positive,Website
REV-02478,Negative,Negative,Website
REV-02479,Positive,Positive,Mobile App
REV-02480,Negative,Negative,Mobile App
REV-02481,Positive,Positive,Mobile App
REV-02482,Positive,Positive,Mobile App
REV-02483,Negative,Negative,Mobile App
REV-02484,Neutral,Neutral,Website
REV-02485,Positive,Positive,Mobile App
REV-02486,Neutral,Neutral,Mobile App
REV-02487,Positive,Positive,Mobile App
REV-02488,Positive,Positive,Website
REV-02489,Neutral,Positive,Website
REV-02490,Negative,Negative,Mobile App
REV-02491,Negative,Negative,Mobile App
REV-02492,Positive,Positive,Website
REV-02493,Neutral,Neutral,Website
REV-02494,Positive,Positive,Website
REV-02495,Neutral,Neutral,Website
REV-02496,Positive,Positive,Mobile App
REV-02497,Positive,Positive,Website
REV-02498,Positive,Positive,Mobile App
REV-02499,Neutral,Neutral,Mobile App
REV-02500,Positive,Positive,Website
REV-02501,Positive,Neutral,Website
REV-02502,Positive,Positive,Website
REV-02503,Positive,Positive,Website
REV-02504,Negative,Negative,Mobile App
REV-02505,Negative,Negative,Mobile App
REV-02506,Positive,Positive,Mobile App
REV-02507,Neutral,Neutral,Website
REV-02508,Positive,Positive,Mobile App
REV-02509,Positive,Positive,Website
REV-02510,Negative,Negative,Mobile App
REV-02511,Positive,Positive,Website
REV-02512,Neutral,Positive,Mobile App
REV-02513,Positive,Positive,Mobile App
REV-02514,Positive,Positive,Website
REV-02515,Positive,Positive,Mobile App
REV-02516,Negative,Negative,Mobile App
REV-02517,Neutral,Neutral,Website
REV-02518,Positive,Positive,Website
REV-02519,Positive,Positive,Website
REV-02520,Positive,Positive,Website
REV-02521,Negative,Negative,Website
REV-02522,Negative,Negative,Mobile App
REV-02523,Neutral,Neutral,Website
REV-02524,Positive,Positive,Mobile App
REV-02525,Negative,Negative,Mobile App
REV-02526,Negative,Negative,Website
REV-02527,Positive,Neutral,Mobile App
REV-02528,Negative,Negative,Mobile App
REV-02529,Positive,Positive,Website
REV-02530,Positive,Positive,Mobile App
REV-02531,Positive,Positive,Website
REV-02532,Negative,Negative,Website
REV-02533,Negative,Negative,Website
REV-02534,Positive,Positive,Mobile App
REV-02535,Positive,Positive,Mobile App
REV-02536,Positive,Positive,Mobile App
REV-02537,Negative,Neutral,Mobile App
REV-02538,Positive,Positive,Website
REV-02539,Positive,Positive,Mobile App
REV-02540,Positive,Positive,Website
REV-02541,Positive,Positive,Mobile App
REV-02542,Positive,Positive,Mobile App
REV-02543,Positive,Positive,Mobile App
REV-02544,Negative,Negative,Mobile App
REV-02545,Neutral,Negative,Mobile App
REV-02546,Negative,Negative,Website
REV-02547,Neutral,Negative,Mobile App
REV-02548,Neutral,Neutral,Mobile App
REV-02549,Negative,Negative,Mobile App
REV-02550,Neutral,Neutral,Mobile App
REV-02551,Negative,Negative,Website
REV-02552,Positive,Positive,Mobile App
REV-02553,Positive,Positive,Website
REV-02554,Negative,Negative,Mobile App
REV-02555,Positive,Positive,Website
REV-02556,Positive,Positive,Website
REV-02557,Negative,Negative,Website
REV-02558,Negative,Negative,Website
REV-02559,Positive,Positive,Website
REV-02560,Positive,Positive,Mobile App
REV-02561,Positive,Positive,Website
REV-02562,Negative,Negative,Mobile App
REV-02563,Negative,Negative,Website
REV-02564,Neutral,Positive,Website
REV-02565,Negative,Negative,Mobile App
REV-02566,Negative,Negative,Website
REV-02567,Negative,Negative,Website
REV-02568,Positive,Positive,Website
REV-02569,Positive,Positive,Website
REV-02570,Neutral,Positive,Mobile App
REV-02571,Positive,Neutral,Website
REV-02572,Neutral,Neutral,Website
REV-02573,Neutral,Neutral,Mobile App
REV-02574,Negative,Negative,Mobile App
REV-02575,Positive,Positive,Website
REV-02576,Positive,Positive,Website
REV-02577,Positive,Positive,Mobile App
REV-02578,Neutral,Positive,Website
REV-02579,Positive,Positive,Mobile App
REV-02580,Negative,Negative,Website
REV-02581,Positive,Positive,Mobile App
REV-02582,Positive,Positive,Mobile App
REV-02583,Neutral,Neutral,Mobile App
REV-02584,Positive,Positive,Website
REV-02585,Positive,Neutral,Website
REV-02586,Negative,Negative,Website
REV-02587,Positive,Positive,Website
REV-02588,Negative,Neutral,Mobile App
REV-02589,Positive,Positive,Mobile App
REV-02590,Positive,Positive,Mobile App
REV-02591,Positive,Positive,Website
REV-02592,Positive,Neutral,Website
REV-02593,Positive,Positive,Website
REV-02594,Negative,Negative,Mobile App
REV-02595,Positive,Positive,Website
REV-02596,Negative,Negative,Website
REV-02597,Neutral,Neutral,Mobile App
REV-02598,Negative,Negative,Mobile App
REV-02599,Negative,Negative,Website
REV-02600,Positive,Positive,Mobile App
REV-02601,Negative,Negative,Website
REV-02602,Positive,Positive,Mobile App
REV-02603,Neutral,Neutral,Mobile App
REV-02604,Negative,Negative,Mobile App
REV-02605,Positive,Positive,Website
REV-02606,Negative,Neutral,Website
REV-02607,Negative,Neutral,Website
REV-02608,Positive,Positive,Mobile App
REV-02609,Negative,Negative,Mobile App
REV-02610,Positive,Neutral,Mobile App
REV-02611,Negative,Negative,Mobile App
REV-02612,Negative,Negative,Website
REV-02613,Positive,Positive,Website
REV-02614,Neutral,Neutral,Website
REV-02615,Negative,Negative,Mobile App
REV-02616,Neutral,Positive,Mobile App
REV-02617,Negative,Negative,Website
REV-02618,Positive,Positive,Mobile App
REV-02619,Neutral,Neutral,Website
REV-02620,Positive,Positive,Mobile App
REV-02621,Positive,Positive,Mobile App
REV-02622,Neutral,Neutral,Website
REV-02623,Positive,Positive,Website
REV-02624,Neutral,Negative,Mobile App
REV-02625,Positive,Positive,Website
REV-02626,Negative,Negative,Website
REV-02627,Positive,Positive,Mobile App
REV-02628,Neutral,Neutral,Mobile App
REV-02629,Neutral,Negative,Mobile App
REV-02630,Positive,Positive,Website
REV-02631,Positive,Positive,Mobile App
REV-02632,Negative,Negative,Mobile App
REV-02633,Negative,Negative,Mobile App
REV-02634,Positive,Positive,Mobile App
REV-02635,Positive,Neutral,Mobile App
REV-02636,Positive,Positive,Website
REV-02637,Positive,Positive,Mobile App
REV-02638,Positive,Negative,Mobile App
REV-02639,Positive,Neutral,Website
REV-02640,Negative,Negative,Mobile App
REV-02641,Negative,Negative,Mobile App
REV-02642,Positive,Positive,Website
REV-02643,Positive,Positive,Mobile App
REV-02644,Negative,Negative,Website
REV-02645,Neutral,Neutral,Mobile App
REV-02646,Positive,Neutral,Website
REV-02647,Positive,Positive,Website
REV-02648,Neutral,Neutral,Mobile App
REV-02649,Neutral,Neutral,Website
REV-02650,Negative,Negative,Website
REV-02651,Neutral,Neutral,Mobile App
REV-02652,Neutral,Neutral,Mobile App
REV-02653,Negative,Negative,Website
REV-02654,Positive,Positive,Mobile App
REV-02655,Neutral,Negative,Website
REV-02656,Positive,Positive,Website
REV-02657,Positive,Positive,Mobile App
REV-02658,Negative,Neutral,Mobile App
REV-02659,Positive,Positive,Website
REV-02660,Neutral,Neutral,Mobile App
REV-02661,Positive,Positive,Mobile App
REV-02662,Negative,Negative,Website
REV-02663,Positive,Positive,Website
REV-02664,Positive,Positive,Website
REV-02665,Negative,Negative,Website
REV-02666,Negative,Negative,Website
REV-02667,Positive,Positive,Website
REV-02668,Positive,Neutral,Mobile App
REV-02669,Neutral,Neutral,Website
REV-02670,Positive,Positive,Mobile App
REV-02671,Neutral,Neutral,Mobile App
REV-02672,Positive,Positive,Website
REV-02673,Negative,Negative,Mobile App
REV-02674,Positive,Positive,Website
REV-02675,Negative,Negative,Mobile App
REV-02676,Neutral,Neutral,Website
REV-02677,Negative,Negative,Website
REV-02678,Negative,Negative,Website
REV-02679,Positive,Positive,Website
REV-02680,Negative,Negative,Mobile App
REV-02681,Positive,Positive,Mobile App
REV-02682,Negative,Neutral,Mobile App
REV-02683,Neutral,Neutral,Mobile App
REV-02684,Neutral,Negative,Mobile App
REV-02685,Negative,Negative,Website
REV-02686,Negative,Negative,Website
REV-02687,Neutral,Positive,Website
REV-02688,Neutral,Negative,Website
REV-02689,Neutral,Neutral,Website
REV-02690,Positive,Positive,Mobile App
REV-02691,Positive,Positive,Website
REV-02692,Negative,Negative,Website
REV-02693,Neutral,Neutral,Mobile App
REV-02694,Positive,Positive,Mobile App
REV-02695,Positive,Positive,Website
REV-02696,Positive,Positive,Website
REV-02697,Neutral,Neutral,Mobile App
REV-02698,Positive,Positive,Website
REV-02699,Positive,Positive,Website
REV-02700,Positive,Positive,Website
REV-02701,Positive,Positive,Mobile App
REV-02702,Negative,Negative,Website
REV-02703,Negative,Negative,Website
REV-02704,Positive,Positive,Mobile App
REV-02705,Positive,Positive,Mobile App
REV-02706,Negative,Neutral,Mobile App
REV-02707,Negative,Negative,Website
REV-02708,Negative,Negative,Mobile App
REV-02709,Negative,Neutral,Website
REV-02710,Positive,Positive,Mobile App
REV-02711,Positive,Positive,Website
REV-02712,Neutral,Neutral,Mobile App
REV-02713,Neutral,Positive,Website
REV-02714,Negative,Negative,Website
REV-02715,Negative,Negative,Mobile App
REV-02716,Positive,Positive,Mobile App
REV-02717,Positive,Positive,Website
REV-02718,Positive,Neutral,Mobile App
REV-02719,Negative,Negative,Website
REV-02720,Positive,Positive,Mobile App
REV-02721,Positive,Positive,Mobile App
REV-02722,Positive,Positive,Website
REV-02723,Neutral,Negative,Mobile App
REV-02724,Neutral,Negative,Mobile App
REV-02725,Neutral,Neutral,Website
REV-02726,Negative,Negative,Website
REV-02727,Negative,Negative,Mobile App
REV-02728,Negative,Negative,Website
REV-02729,Neutral,Positive,Mobile App
REV-02730,Positive,Positive,Mobile App
REV-02731,Neutral,Neutral,Website
REV-02732,Negative,Negative,Website
REV-02733,Positive,Positive,Website
REV-02734,Positive,Positive,Website
REV-02735,Positive,Positive,Website
REV-02736,Positive,Positive,Website
REV-02737,Positive,Positive,Mobile App
REV-02738,Positive,Neutral,Mobile App
REV-02739,Negative,Negative,Website
REV-02740,Neutral,Positive,Mobile App
REV-02741,Negative,Negative,Mobile App
REV-02742,Negative,Negative,Mobile App
REV-02743,Negative,Positive,Mobile App
REV-02744,Positive,Positive,Website
REV-02745,Positive,Positive,Mobile App
REV-02746,Positive,Positive,Mobile App
REV-02747,Negative,Positive,Website
REV-02748,Positive,Positive,Website
REV-02749,Positive,Positive,Website
REV-02750,Neutral,Neutral,Website
REV-02751,Positive,Positive,Mobile App
REV-02752,Negative,Negative,Website
REV-02753,Neutral,Neutral,Mobile App
REV-02754,Positive,Positive,Mobile App
REV-02755,Negative,Negative,Website
REV-02756,Neutral,Neutral,Website
REV-02757,Positive,Positive,Website
REV-02758,Positive,Positive,Website
REV-02759,Negative,Negative,Website
REV-02760,Negative,Negative,Website
REV-02761,Negative,Neutral,Mobile App
REV-02762,Positive,Positive,Mobile App
REV-02763,Neutral,Neutral,Mobile App
REV-02764,Negative,Neutral,Mobile App
REV-02765,Positive,Positive,Website
REV-02766,Positive,Positive,Website
REV-02767,Negative,Negative,Mobile App
REV-02768,Positive,Positive,Mobile App
REV-02769,Positive,Positive,Mobile App
REV-02770,Negative,Negative,Website
REV-02771,Negative,Negative,Website
REV-02772,Positive,Positive,Website
REV-02773,Neutral,Neutral,Mobile App
REV-02774,Positive,Neutral,Mobile App
REV-02775,Neutral,Neutral,Website
REV-02776,Negative,Negative,Website
REV-02777,Negative,Negative,Mobile App
REV-02778,Neutral,Neutral,Mobile App
REV-02779,Negative,Negative,Website
REV-02780,Negative,Negative,Mobile App
REV-02781,Positive,Positive,Website
REV-02782,Positive,Positive,Website
REV-02783,Positive,Positive,Mobile App
REV-02784,Positive,Negative,Mobile App
REV-02785,Negative,Neutral,Mobile App
REV-02786,Positive,Positive,Website
REV-02787,Negative,Negative,Mobile App
REV-02788,Positive,Positive,Mobile App
REV-02789,Positive,Positive,Website
REV-02790,Positive,Positive,Website
REV-02791,Positive,Positive,Mobile App
REV-02792,Positive,Positive,Website
REV-02793,Negative,Neutral,Website
REV-02794,Neutral,Neutral,Website
REV-02795,Positive,Positive,Mobile App
REV-02796,Negative,Negative,Mobile App
REV-02797,Positive,Positive,Website
REV-02798,Positive,Positive,Website
REV-02799,Negative,Negative,Website
REV-02800,Positive,Positive,Mobile App
REV-02801,Positive,Positive,Website
REV-02802,Positive,Positive,Website
REV-02803,Positive,Positive,Mobile App
REV-02804,Positive,Positive,Website
REV-02805,Positive,Neutral,Mobile App
REV-02806,Positive,Positive,Mobile App
REV-02807,Negative,Positive,Mobile App
REV-02808,Neutral,Neutral,Website
REV-02809,Positive,Positive,Website
REV-02810,Negative,Negative,Mobile App
REV-02811,Positive,Positive,Website
REV-02812,Positive,Positive,Mobile App
REV-02813,Negative,Negative,Website
REV-02814,Positive,Neutral,Mobile App
REV-02815,Positive,Neutral,Mobile App
REV-02816,Neutral,Negative,Website
REV-02817,Negative,Negative,Website
REV-02818,Negative,Neutral,Website
REV-02819,Neutral,Neutral,Website
REV-02820,Positive,Positive,Mobile App
REV-02821,Negative,Negative,Mobile App
REV-02822,Positive,Positive,Website
REV-02823,Negative,Negative,Website
REV-02824,Neutral,Neutral,Mobile App
REV-02825,Positive,Positive,Website
REV-02826,Positive,Positive,Website
REV-02827,Negative,Negative,Website
REV-02828,Neutral,Neutral,Website
REV-02829,Negative,Negative,Mobile App
REV-02830,Neutral,Positive,Mobile App
REV-02831,Positive,Positive,Website
REV-02832,Negative,Negative,Mobile App
REV-02833,Negative,Negative,Website
REV-02834,Neutral,Neutral,Website
REV-02835,Positive,Positive,Website
REV-02836,Positive,Positive,Mobile App
REV-02837,Negative,Negative,Mobile App
REV-02838,Positive,Positive,Mobile App
REV-02839,Neutral,Neutral,Mobile App
REV-02840,Neutral,Neutral,Mobile App
REV-02841,Positive,Positive,Website
REV-02842,Positive,Neutral,Website
REV-02843,Positive,Negative,Mobile App
REV-02844,Positive,Positive,Mobile App
REV-02845,Neutral,Neutral,Mobile App
REV-02846,Positive,Positive,Website
REV-02847,Negative,Negative,Mobile App
REV-02848,Positive,Positive,Website
REV-02849,Neutral,Neutral,Website
REV-02850,Positive,Positive,Mobile App
REV-02851,Negative,Neutral,Website
REV-02852,Negative,Neutral,Website
REV-02853,Positive,Positive,Mobile App
REV-02854,Negative,Negative,Website
REV-02855,Positive,Positive,Mobile App
REV-02856,Negative,Negative,Website
REV-02857,Negative,Negative,Mobile App
REV-02858,Negative,Negative,Mobile App
REV-02859,Negative,Negative,Website
REV-02860,Positive,Positive,Mobile App
REV-02861,Negative,Negative,Website
REV-02862,Positive,Negative,Website
REV-02863,Positive,Positive,Mobile App
REV-02864,Neutral,Neutral,Website
REV-02865,Positive,Positive,Mobile App
REV-02866,Positive,Positive,Website
REV-02867,Positive,Positive,Website
REV-02868,Negative,Negative,Mobile App
REV-02869,Neutral,Neutral,Website
REV-02870,Positive,Positive,Website
REV-02871,Positive,Positive,Website
REV-02872,Positive,Positive,Website
REV-02873,Neutral,Neutral,Website
REV-02874,Positive,Positive,Website
REV-02875,Neutral,Neutral,Website
REV-02876,Neutral,Positive,Website
REV-02877,Negative,Negative,Mobile App
REV-02878,Positive,Positive,Website
REV-02879,Negative,Negative,Website
REV-02880,Neutral,Neutral,Mobile App
REV-02881,Positive,Positive,Mobile App
REV-02882,Negative,Negative,Mobile App
REV-02883,Negative,Positive,Website
REV-02884,Negative,Negative,Mobile App
REV-02885,Positive,Positive,Mobile App
REV-02886,Positive,Positive,Website
REV-02887,Neutral,Positive,Website
REV-02888,Positive,Positive,Mobile App
REV-02889,Positive,Positive,Mobile App
REV-02890,Neutral,Neutral,Website
REV-02891,Positive,Positive,Website
REV-02892,Positive,Positive,Website
REV-02893,Positive,Positive,Website
REV-02894,Negative,Negative,Website
REV-02895,Positive,Positive,Mobile App
REV-02896,Positive,Positive,Website
REV-02897,Negative,Negative,Website
REV-02898,Neutral,Positive,Website
REV-02899,Negative,Negative,Website
REV-02900,Negative,Negative,Website
REV-02901,Positive,Positive,Mobile App
REV-02902,Negative,Negative,Website
REV-02903,Neutral,Neutral,Mobile App
REV-02904,Positive,Neutral,Website
REV-02905,Negative,Negative,Mobile App
REV-02906,Positive,Positive,Mobile App
REV-02907,Negative,Negative,Website
REV-02908,Neutral,Neutral,Website
REV-02909,Neutral,Neutral,Website
REV-02910,Negative,Negative,Website
REV-02911,Negative,Neutral,Website
REV-02912,Positive,Positive,Mobile App
REV-02913,Positive,Positive,Website
REV-02914,Negative,Negative,Website
REV-02915,Positive,Neutral,Mobile App
REV-02916,Positive,Positive,Website
REV-02917,Positive,Positive,Mobile App
REV-02918,Neutral,Neutral,Website
REV-02919,Neutral,Neutral,Mobile App
REV-02920,Neutral,Negative,Website
REV-02921,Positive,Positive,Mobile App
REV-02922,Positive,Positive,Mobile App
REV-02923,Negative,Negative,Website
REV-02924,Neutral,Neutral,Website
REV-02925,Positive,Positive,Website
REV-02926,Positive,Positive,Mobile App
REV-02927,Positive,Positive,Mobile App
REV-02928,Positive,Positive,Mobile App
REV-02929,Neutral,Positive,Website
REV-02930,Positive,Neutral,Website
REV-02931,Positive,Positive,Mobile App
REV-02932,Negative,Negative,Website
REV-02933,Positive,Positive,Mobile App
REV-02934,Positive,Positive,Website
REV-02935,Negative,Negative,Website
REV-02936,Positive,Positive,Mobile App
REV-02937,Positive,Positive,Website
REV-02938,Positive,Positive,Website
REV-02939,Negative,Negative,Website
REV-02940,Negative,Negative,Website
REV-02941,Positive,Positive,Website
REV-02942,Negative,Negative,Mobile App
REV-02943,Positive,Positive,Website
REV-02944,Positive,Positive,Mobile App
REV-02945,Negative,Negative,Website
REV-02946,Positive,Positive,Website
REV-02947,Positive,Negative,Mobile App
REV-02948,Neutral,Neutral,Mobile App
REV-02949,Positive,Positive,Website
REV-02950,Positive,Positive,Website
REV-02951,Positive,Positive,Mobile App
REV-02952,Positive,Positive,Mobile App
REV-02953,Neutral,Neutral,Mobile App
REV-02954,Positive,Neutral,Mobile App
REV-02955,Positive,Positive,Website
REV-02956,Positive,Positive,Website
